,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,Username,Email,Name,Gender,Age
768,BYU,2017-06-04,2018-09-05,458,Sunday,454529,EUR,24128,500000,404865,0.048256,16.779882294429708,0.80973,35-40,M,steven37,iwilliams@cortez-acosta.com,Tammy Warren,F,55
769,BYU,2017-12-02,2018-02-23,83,Saturday,320967,GBP,25651,499997,277636,0.051302307813846884,10.82359362208101,0.55527533165199,30-55,F,goodisabella,middletonjames@hotmail.com,William Jones,M,59
770,GRZ,2018-05-08,2018-09-16,131,Tuesday,997830,GBP,48807,499999,428686,0.09761419522839046,8.783289282275083,0.8573737147474295,20-25,F,goodisabella,middletonjames@hotmail.com,William Jones,M,59
771,AKX,2017-11-10,2019-03-27,502,Friday,9902,USD,67741,499999,2765,0.13548227096454193,0.04081723033318079,0.00553001106002212,35-50,B,goodisabella,middletonjames@hotmail.com,William Jones,M,59
772,BYU,2018-12-04,2018-11-10,-24,Tuesday,104608,GBP,84078,500000,73734,0.168156,0.8769713837151216,0.147468,20-35,B,goodisabella,middletonjames@hotmail.com,William Jones,M,59
773,AKX,2017-11-13,2018-01-01,49,Monday,510962,USD,78170,500006,162535,0.1563381239425127,2.0792503517973646,0.3250660992068095,45-65,B,goodisabella,middletonjames@hotmail.com,William Jones,M,59
774,KTR,2018-09-05,2019-03-29,205,Wednesday,518944,GBP,23551,500001,334794,0.047101905796188406,14.215702093329371,0.6695866608266784,35-50,B,lucassanchez,wknox@gmail.com,Amy Carlson,F,28
775,AKX,2016-08-30,2018-05-14,622,Tuesday,900478,EUR,7355,500002,85982,0.014709941160235359,11.690278721957851,0.17196331214675142,30-40,B,lucassanchez,wknox@gmail.com,Amy Carlson,F,28
776,AKX,2017-03-10,2019-07-16,858,Friday,216504,EUR,88491,500001,146293,0.17698164603670793,1.653196370252342,0.29258541482917033,40-45,B,lucassanchez,wknox@gmail.com,Amy Carlson,F,28
777,GRZ,2017-10-17,2018-12-13,422,Tuesday,365900,USD,67208,500000,82087,0.134416,1.2213873348410904,0.164174,30-35,M,lucassanchez,wknox@gmail.com,Amy Carlson,F,28
778,AKX,2017-04-24,2017-07-26,93,Monday,40351,USD,28632,500001,33819,0.057263885472229055,1.1811609388097233,0.06763786472427055,40-60,B,lucassanchez,wknox@gmail.com,Amy Carlson,F,28
779,BYU,2017-03-06,2018-06-17,468,Monday,255004,EUR,43254,499997,148103,0.08650851905111431,3.424030147500809,0.2962077772466635,35-50,B,vargasjustin,henrybarker@gmail.com,Richard Garcia,M,82
780,KTR,2018-02-24,2019-07-26,517,Saturday,682663,USD,81310,500000,515449,0.16262,6.339306358381503,1.030898,25-35,M,vargasjustin,henrybarker@gmail.com,Richard Garcia,M,82
781,AKX,2017-04-11,2019-01-18,647,Tuesday,998241,GBP,27975,500000,158832,0.05595,5.677640750670241,0.317664,30-40,B,vargasjustin,henrybarker@gmail.com,Richard Garcia,M,82
782,KTR,2017-06-26,2018-10-17,478,Monday,650690,EUR,20408,499999,589078,0.04081608163216326,28.865052920423363,1.1781583563167126,35-55,B,vargasjustin,henrybarker@gmail.com,Richard Garcia,M,82
783,AKX,2017-03-13,2017-10-24,225,Monday,96473,GBP,26234,499997,77260,0.05246831480988886,2.945033163070824,0.15452092712556276,45-60,F,vargasjustin,henrybarker@gmail.com,Richard Garcia,M,82
784,GRZ,2017-04-09,2017-09-29,173,Sunday,683144,EUR,59761,500000,211393,0.119522,3.5373069393082446,0.422786,20-45,M,vargasjustin,henrybarker@gmail.com,Richard Garcia,M,82
785,AKX,2018-04-27,2019-09-23,514,Friday,937973,USD,36370,499995,748713,0.07274072740727407,20.5860049491339,1.497440974409744,25-30,M,hbond,weissjeffrey@hotmail.com,Megan Taylor,F,84
786,BYU,2017-04-25,2017-12-27,246,Tuesday,550640,EUR,47549,500001,495018,0.09509780980438039,10.410692128120465,0.9900340199319602,35-40,B,hbond,weissjeffrey@hotmail.com,Megan Taylor,F,84
787,BYU,2017-01-16,2018-04-05,444,Monday,846596,GBP,12455,499999,711962,0.02491004982009964,57.16274588518667,1.4239268478536957,35-55,B,hbond,weissjeffrey@hotmail.com,Megan Taylor,F,84
788,GRZ,2017-07-15,2019-03-27,620,Saturday,182708,USD,50049,499999,79184,0.1000982001964004,1.5821295130771844,0.15836831673663349,35-50,M,hbond,weissjeffrey@hotmail.com,Megan Taylor,F,84
789,KTR,2017-02-13,2017-03-13,28,Monday,133874,GBP,89515,500001,64086,0.1790296419407161,0.7159247053566441,0.12817174365651268,40-45,B,hbond,weissjeffrey@hotmail.com,Megan Taylor,F,84
790,AKX,2017-03-24,2018-10-27,582,Friday,846661,GBP,37201,500000,328463,0.074402,8.829413187817531,0.656926,30-45,M,hbond,weissjeffrey@hotmail.com,Megan Taylor,F,84
791,BYU,2018-02-23,2018-07-21,148,Friday,701904,EUR,86033,499997,133174,0.17206703240219443,1.5479409063963827,0.26634959809758857,40-55,M,rossmatthew,david99@wang.org,Christina Stanton,F,68
792,GRZ,2018-05-23,2019-11-08,534,Wednesday,42126,GBP,19217,499998,444,0.03843415373661495,0.02310454285268252,0.0008880035520142081,25-40,F,rossmatthew,david99@wang.org,Christina Stanton,F,68
793,BYU,2017-11-30,2019-07-19,596,Thursday,502271,USD,25075,499997,332902,0.05015030090180541,13.276251246261216,0.665807994847969,40-45,M,rossmatthew,david99@wang.org,Christina Stanton,F,68
794,BYU,2017-12-05,2019-02-25,447,Tuesday,301250,GBP,25334,499999,192119,0.05066810133620267,7.583445172495461,0.38423876847753696,40-55,F,rossmatthew,david99@wang.org,Christina Stanton,F,68
795,AKX,2017-07-09,2019-05-02,662,Sunday,939259,GBP,13240,500001,235619,0.02647994704010592,17.795996978851964,0.47123705752588496,40-45,F,rossmatthew,david99@wang.org,Christina Stanton,F,68
796,GRZ,2017-12-28,2019-03-27,454,Thursday,910407,GBP,25764,499997,438905,0.05152830916985502,17.0355922993324,0.8778152668916014,35-50,F,rossmatthew,david99@wang.org,Christina Stanton,F,68
797,BYU,2017-06-16,2017-06-17,1,Friday,587291,EUR,12406,499996,126135,0.024812198497587982,10.167257778494276,0.2522720181761454,35-45,B,rossmatthew,david99@wang.org,Christina Stanton,F,68
798,AKX,2018-06-23,2019-08-22,425,Saturday,991891,GBP,34446,500001,205588,0.06889186221627557,5.968414329675434,0.4111751776496447,45-65,M,rossmatthew,david99@wang.org,Christina Stanton,F,68
799,KTR,2016-09-16,2018-02-21,523,Friday,763673,GBP,4558,499998,296075,0.009116036464145856,64.95721807810443,0.5921523686094744,30-35,F,ztorres,tara84@hotmail.com,Thomas Perez,M,36
800,AKX,2017-01-27,2018-10-12,623,Friday,930527,EUR,40721,499998,891407,0.08144232576930308,21.890596989268435,1.7828211312845252,20-25,F,ztorres,tara84@hotmail.com,Thomas Perez,M,36
801,AKX,2017-07-15,2017-08-12,28,Saturday,166033,GBP,39745,499994,30366,0.0794909538914467,0.7640206315259781,0.060732728792745515,40-55,B,ztorres,tara84@hotmail.com,Thomas Perez,M,36
802,GRZ,2016-03-11,2017-02-27,353,Friday,987214,EUR,39942,500001,424696,0.07988384023231954,10.632817585498973,0.8493903012193975,20-40,B,ztorres,tara84@hotmail.com,Thomas Perez,M,36
803,GRZ,2017-05-29,2017-03-07,-83,Monday,926968,GBP,9957,499997,836032,0.01991411948471691,83.96424625891332,1.6720740324441947,30-35,B,ztorres,tara84@hotmail.com,Thomas Perez,M,36
804,AKX,2018-02-25,2018-06-28,123,Sunday,672579,USD,90973,499997,3041,0.1819470916825501,0.03342750046717158,0.006082036492218953,25-45,B,ztorres,tara84@hotmail.com,Thomas Perez,M,36
805,AKX,2018-05-21,2020-02-17,637,Monday,688915,EUR,14151,500001,601871,0.028301943396113208,42.532047205144515,1.203739592520815,20-40,B,danielmiller,michael96@yahoo.com,Amy Smith,F,71
806,GRZ,2017-02-21,2018-10-24,610,Tuesday,323447,USD,74437,500000,195198,0.148874,2.62232491905907,0.390396,25-40,M,danielmiller,michael96@yahoo.com,Amy Smith,F,71
807,BYU,2017-09-03,2017-11-10,68,Sunday,701359,EUR,19563,499999,236654,0.039126078252156506,12.097019884475797,0.47330894661789324,25-40,F,danielmiller,michael96@yahoo.com,Amy Smith,F,71
808,KTR,2017-10-28,2019-08-15,656,Saturday,419340,USD,35494,500004,210999,0.0709874321005432,5.944638530455852,0.42199462404300764,20-25,M,danielmiller,michael96@yahoo.com,Amy Smith,F,71
809,BYU,2018-03-24,2018-02-08,-44,Saturday,122004,EUR,54813,499998,33836,0.10962643850575403,0.6172988159743127,0.06767227068908276,35-50,F,danielmiller,michael96@yahoo.com,Amy Smith,F,71
810,GRZ,2017-01-10,2019-09-06,969,Tuesday,352530,GBP,19550,500002,303162,0.0390998436006256,15.507007672634272,0.6063215747137012,35-45,M,pfleming,vjones@day.com,Zachary Chase,M,60
811,GRZ,2017-02-25,2018-01-20,329,Saturday,894710,EUR,43650,499999,525178,0.0873001746003492,12.031569301260022,1.0503581007162015,40-60,F,pfleming,vjones@day.com,Zachary Chase,M,60
812,BYU,2017-10-17,2018-03-30,164,Tuesday,235933,GBP,28925,499998,106529,0.0578502314009256,3.6829386343993087,0.21305885223540894,20-40,F,pfleming,vjones@day.com,Zachary Chase,M,60
813,KTR,2016-10-20,2018-02-21,489,Thursday,969271,GBP,80912,500000,389489,0.161824,4.813735910618944,0.778978,20-30,B,pfleming,vjones@day.com,Zachary Chase,M,60
814,KTR,2018-02-26,2019-12-16,658,Monday,765611,USD,64461,499999,241903,0.1289222578445157,3.7527031848714727,0.4838069676139352,30-35,M,pfleming,vjones@day.com,Zachary Chase,M,60
815,AKX,2017-12-03,2018-07-27,236,Sunday,133185,USD,10147,499998,17046,0.020294081176324707,1.6799053907558885,0.034092136368545474,35-45,B,pfleming,vjones@day.com,Zachary Chase,M,60
816,BYU,2016-08-16,2017-03-10,206,Tuesday,323813,USD,48045,499997,82658,0.09609057654345926,1.7204287646997607,0.1653169919019514,25-35,M,pfleming,vjones@day.com,Zachary Chase,M,60
817,KTR,2018-01-05,2019-11-19,683,Friday,453052,USD,74304,499998,15976,0.14860859443437774,0.21500861326442722,0.031952127808511234,45-60,B,jamesnguyen,sierra72@yahoo.com,Rodney Richards,M,37
818,AKX,2017-09-30,2018-07-30,303,Saturday,316290,EUR,31925,499998,262923,0.0638502554010216,8.235646045418951,0.5258481033924136,30-35,B,jamesnguyen,sierra72@yahoo.com,Rodney Richards,M,37
819,BYU,2018-06-28,2018-09-18,82,Thursday,962185,EUR,45233,500001,688762,0.09046581906836186,15.226980301991908,1.37752124495751,40-50,M,jamesnguyen,sierra72@yahoo.com,Rodney Richards,M,37
820,GRZ,2016-12-30,2017-06-15,167,Friday,410663,USD,5897,499998,312290,0.011794047176188704,52.95743598439885,0.6245824983299934,30-40,B,jamesnguyen,sierra72@yahoo.com,Rodney Richards,M,37
821,GRZ,2018-03-22,2019-09-05,532,Thursday,458422,EUR,21117,500000,131193,0.042234,6.212672254581617,0.262386,35-45,M,jamesnguyen,sierra72@yahoo.com,Rodney Richards,M,37
822,BYU,2016-11-09,2018-05-07,544,Wednesday,874872,GBP,17079,500000,446685,0.034158,26.154048831898823,0.89337,40-45,F,jamesnguyen,sierra72@yahoo.com,Rodney Richards,M,37
823,BYU,2017-02-09,2018-01-10,335,Thursday,721182,USD,14482,500000,376930,0.028964,26.027482391934814,0.75386,40-65,F,charlesalexander,awalsh@yahoo.com,Misty Johnson,F,77
824,AKX,2017-11-28,2018-11-04,341,Tuesday,929805,USD,66767,499999,165960,0.13353426706853413,2.4856590830799647,0.3319206638413277,40-50,M,charlesalexander,awalsh@yahoo.com,Misty Johnson,F,77
825,KTR,2018-03-16,2018-08-04,141,Friday,586654,EUR,48839,499999,83953,0.09767819535639072,1.7189745899793198,0.16790633581267161,30-35,F,charlesalexander,awalsh@yahoo.com,Misty Johnson,F,77
826,AKX,2016-12-15,2017-04-07,113,Thursday,348048,EUR,61442,499999,205752,0.12288424576849154,3.3487191172162363,0.411504823009646,30-50,M,charlesalexander,awalsh@yahoo.com,Misty Johnson,F,77
827,GRZ,2017-06-08,2019-01-25,596,Thursday,190012,GBP,88547,500000,177193,0.177094,2.00111805030097,0.354386,35-50,M,charlesalexander,awalsh@yahoo.com,Misty Johnson,F,77
828,BYU,2018-06-23,2019-11-09,504,Saturday,151788,USD,42711,500001,134725,0.08542182915634168,3.154339631476669,0.2694494611010778,40-50,B,charlesalexander,awalsh@yahoo.com,Misty Johnson,F,77
829,BYU,2018-10-06,2018-11-19,44,Saturday,577718,EUR,65946,499998,284460,0.13189252757011027,4.313529251205532,0.5689222756891028,35-50,B,riveraedward,stephanie75@hotmail.com,Michael Villarreal,M,90
830,KTR,2018-11-01,2018-10-09,-23,Thursday,545762,USD,44409,499998,521285,0.08881835527342109,11.738273773334233,1.042574170296681,20-25,F,riveraedward,stephanie75@hotmail.com,Michael Villarreal,M,90
831,BYU,2018-05-16,2018-11-25,193,Wednesday,202825,USD,68411,499997,48284,0.13682282093692563,0.7057929280378886,0.09656857941147647,25-50,M,ujackson,kmoore@gmail.com,Dr. Laura Swanson DDS,F,28
832,BYU,2018-03-03,2019-12-16,653,Saturday,262503,GBP,22476,499999,89272,0.04495208990417981,3.97188111763659,0.1785443570887142,35-40,M,ujackson,kmoore@gmail.com,Dr. Laura Swanson DDS,F,28
833,KTR,2017-04-25,2017-04-12,-13,Tuesday,675807,GBP,18106,500000,362184,0.036212,20.003534739865238,0.724368,35-40,M,rwallace,jessica99@gmail.com,Lisa Sullivan,F,45
834,GRZ,2017-09-16,2018-02-05,142,Saturday,297569,GBP,26402,499997,61418,0.052804316825900956,2.3262631618816756,0.12283673702042212,20-40,B,rwallace,jessica99@gmail.com,Lisa Sullivan,F,45
835,GRZ,2016-08-29,2018-02-26,546,Monday,806884,USD,74938,499997,744395,0.14987689926139558,9.933478342096134,1.4887989327935967,25-30,B,melendezkevin,bowersdonald@hotmail.com,Brittney Carpenter,F,18
836,AKX,2016-08-14,2017-06-03,293,Sunday,176168,GBP,88683,499999,22341,0.17736635473270945,0.2519197591421129,0.04468208936417873,20-30,B,melendezkevin,bowersdonald@hotmail.com,Brittney Carpenter,F,18
837,BYU,2016-08-20,2018-02-15,544,Saturday,310451,USD,62179,500000,293664,0.124358,4.722880715354059,0.587328,45-50,B,melendezkevin,bowersdonald@hotmail.com,Brittney Carpenter,F,18
838,AKX,2017-04-07,2018-07-31,480,Friday,836312,USD,7777,500001,309518,0.015553968892062215,39.7991513437058,0.6190347619304761,25-40,M,melendezkevin,bowersdonald@hotmail.com,Brittney Carpenter,F,18
839,BYU,2016-08-18,2018-10-03,776,Thursday,813491,EUR,60709,499996,598014,0.12141897135177081,9.8504999258759,1.1960375683005464,20-40,F,melendezkevin,bowersdonald@hotmail.com,Brittney Carpenter,F,18
840,BYU,2017-04-15,2018-09-24,527,Saturday,155651,EUR,6551,500000,117152,0.013102,17.88307128682644,0.234304,35-50,F,melendezkevin,bowersdonald@hotmail.com,Brittney Carpenter,F,18
841,AKX,2017-06-04,2017-12-15,194,Sunday,478595,EUR,49497,499999,89243,0.09899419798839598,1.8029981615047377,0.17848635697271395,35-55,F,harnold,davidgardner@yahoo.com,Christopher Montgomery,M,52
842,AKX,2016-11-20,2017-12-28,403,Sunday,445268,EUR,29674,500000,320007,0.059348,10.7840870795983,0.640014,35-45,F,harnold,davidgardner@yahoo.com,Christopher Montgomery,M,52
843,BYU,2018-06-15,2019-06-13,363,Friday,611579,EUR,26082,500000,320497,0.052164,12.288053063415383,0.640994,40-55,F,harnold,davidgardner@yahoo.com,Christopher Montgomery,M,52
844,GRZ,2018-01-05,2019-08-22,594,Friday,796279,USD,37237,499998,496585,0.0744742978971916,13.33579504256519,0.9931739726958908,20-35,F,harnold,davidgardner@yahoo.com,Christopher Montgomery,M,52
845,GRZ,2018-04-13,2019-12-28,624,Friday,40073,GBP,15267,499998,12489,0.030534122136488547,0.8180389074474357,0.02497809991239965,20-35,B,harnold,davidgardner@yahoo.com,Christopher Montgomery,M,52
846,KTR,2018-12-02,2019-10-24,326,Sunday,36925,GBP,38433,499997,14664,0.0768664611987672,0.38154710795410196,0.029328175969055813,30-40,M,harnold,davidgardner@yahoo.com,Christopher Montgomery,M,52
847,BYU,2017-10-17,2018-04-21,186,Tuesday,573948,USD,20321,500000,226397,0.040642,11.141036366320556,0.452794,30-40,F,llynch,sstrickland@benjamin.info,Ana Sanchez,F,56
848,BYU,2017-05-14,2017-09-28,137,Sunday,674925,USD,21681,500000,332128,0.043362,15.31885060652184,0.664256,20-30,F,llynch,sstrickland@benjamin.info,Ana Sanchez,F,56
849,KTR,2017-02-17,2018-07-05,503,Friday,523425,EUR,41070,500001,181027,0.08213983572032856,4.407767226686145,0.3620532758934482,30-45,M,llynch,sstrickland@benjamin.info,Ana Sanchez,F,56
850,AKX,2016-11-13,2016-08-12,-93,Sunday,486104,EUR,85620,499998,368245,0.17124068496273986,4.300922681616445,0.7364929459717839,35-55,B,llynch,sstrickland@benjamin.info,Ana Sanchez,F,56
851,AKX,2016-11-10,2018-05-07,543,Thursday,519910,USD,2111,500000,422972,0.004222,200.36570345807675,0.845944,30-35,F,katherinelang,tamaraday@hotmail.com,Robert Smith,M,63
852,BYU,2017-01-04,2017-09-16,255,Wednesday,161733,USD,18688,499998,137988,0.03737614950459802,7.383775684931507,0.2759771039084156,20-25,M,katherinelang,tamaraday@hotmail.com,Robert Smith,M,63
853,AKX,2017-11-29,2019-03-03,459,Wednesday,746098,EUR,44035,499997,123094,0.08807052842317054,2.7953673214488477,0.24618947713686282,25-35,F,katherinelang,tamaraday@hotmail.com,Robert Smith,M,63
854,AKX,2017-03-13,2018-03-03,355,Monday,236103,USD,45315,500002,117997,0.09062963748145007,2.6039280591415648,0.2359930560277759,30-50,M,katherinelang,tamaraday@hotmail.com,Robert Smith,M,63
855,KTR,2018-07-19,2019-08-31,408,Thursday,239767,USD,21116,500000,131743,0.042232,6.239013070657322,0.263486,40-65,B,katherinelang,tamaraday@hotmail.com,Robert Smith,M,63
856,BYU,2016-10-15,2017-04-04,171,Saturday,614434,GBP,53271,500001,509188,0.10654178691642617,9.558446434270053,1.0183739632520734,30-40,M,katherinelang,tamaraday@hotmail.com,Robert Smith,M,63
857,GRZ,2018-07-16,2019-05-28,316,Monday,81980,EUR,80095,499999,5333,0.16019032038064077,0.06658343217429302,0.010666021332042664,25-45,B,katherinelang,tamaraday@hotmail.com,Robert Smith,M,63
858,KTR,2017-08-01,2017-05-18,-75,Tuesday,93177,GBP,11612,499997,1742,0.02322413934483607,0.15001722356183259,0.0034840209041254247,30-35,B,katherinelang,tamaraday@hotmail.com,Robert Smith,M,63
859,BYU,2018-03-21,2018-04-14,24,Wednesday,25228,GBP,31811,500000,4263,0.063622,0.1340102480274119,0.008526,40-55,M,garrisonpatricia,arianaharper@hotmail.com,Christopher Deleon,M,73
860,BYU,2016-09-23,2016-12-23,91,Friday,660737,GBP,66051,500002,68940,0.13210147159411362,1.043738929009402,0.13787944848220607,35-50,B,garrisonpatricia,arianaharper@hotmail.com,Christopher Deleon,M,73
861,KTR,2018-01-05,2019-11-03,667,Friday,680837,USD,30732,499999,98752,0.06146412292824586,3.213328127033711,0.19750439500879002,20-25,F,garrisonpatricia,arianaharper@hotmail.com,Christopher Deleon,M,73
862,KTR,2018-05-16,2020-02-15,640,Wednesday,361662,GBP,35952,500002,336485,0.07190371238515046,9.359284601691144,0.6729673081307674,25-30,M,garrisonpatricia,arianaharper@hotmail.com,Christopher Deleon,M,73
863,GRZ,2017-01-28,2018-04-27,454,Saturday,852381,GBP,56303,500003,745947,0.11260532436805379,13.248796689341598,1.491885048689708,30-40,F,garrisonpatricia,arianaharper@hotmail.com,Christopher Deleon,M,73
864,BYU,2017-07-13,2019-01-04,540,Thursday,448016,EUR,44351,499998,28463,0.08870235480941924,0.6417668147279656,0.05692622770491082,25-30,F,mbaker,michaelflores@yahoo.com,Michael Rodriguez,M,37
865,KTR,2016-08-14,2017-08-08,359,Sunday,60920,USD,56979,500003,47872,0.11395731625610246,0.8401691851383843,0.09574342553944676,20-25,F,mbaker,michaelflores@yahoo.com,Michael Rodriguez,M,37
866,AKX,2016-11-30,2018-05-29,545,Wednesday,728698,GBP,55194,500001,583339,0.11038777922444155,10.56888429901801,1.1666756666486666,35-45,F,morrisbrent,hallchristopher@hotmail.com,Michael Austin,M,43
867,GRZ,2016-08-15,2016-09-23,39,Monday,601265,EUR,26482,500000,332512,0.052964,12.556151348085493,0.665024,25-40,M,morrisbrent,hallchristopher@hotmail.com,Michael Austin,M,43
868,GRZ,2017-11-18,2018-10-03,319,Saturday,876360,GBP,34457,500000,464759,0.068914,13.488086600690716,0.929518,25-35,F,morrisbrent,hallchristopher@hotmail.com,Michael Austin,M,43
869,GRZ,2017-12-15,2019-10-13,667,Friday,652284,GBP,26435,499999,353300,0.05287010574021148,13.364857196898052,0.7066014132028264,40-55,F,morrisbrent,hallchristopher@hotmail.com,Michael Austin,M,43
870,BYU,2017-08-22,2018-02-09,171,Tuesday,932667,EUR,26380,499997,175743,0.05276031656189937,6.661978771796816,0.35148810892865356,40-50,F,morrisbrent,hallchristopher@hotmail.com,Michael Austin,M,43
871,AKX,2017-07-24,2018-02-10,201,Monday,288516,GBP,51577,500002,278703,0.10315358738565046,5.4036295247881805,0.5574037703849185,20-40,F,jimenezglenn,csmith@yahoo.com,Monica Chandler,F,41
872,GRZ,2017-01-12,2018-02-10,394,Thursday,852512,GBP,69064,499998,125253,0.13812855251421005,1.8135787096026874,0.25050700202800813,30-45,M,jimenezglenn,csmith@yahoo.com,Monica Chandler,F,41
873,BYU,2017-06-09,2019-01-21,591,Friday,291765,EUR,15202,499999,286326,0.030404060808121615,18.83475858439679,0.5726531453062906,30-40,F,jimenezglenn,csmith@yahoo.com,Monica Chandler,F,41
874,AKX,2017-04-08,2018-02-04,302,Saturday,958056,EUR,9002,499998,807153,0.018004072016288064,89.66374139080204,1.614312457249829,25-45,M,jimenezglenn,csmith@yahoo.com,Monica Chandler,F,41
875,KTR,2017-08-20,2018-04-08,231,Sunday,174281,USD,15679,500000,49995,0.031358,3.188659991070859,0.09999,25-35,B,jimenezglenn,csmith@yahoo.com,Monica Chandler,F,41
876,GRZ,2017-02-11,2019-03-18,765,Saturday,575920,GBP,57685,500005,178760,0.11536884631153689,3.0988991938978936,0.35751642483575163,20-40,M,jimenezglenn,csmith@yahoo.com,Monica Chandler,F,41
877,AKX,2017-12-16,2017-12-22,6,Saturday,566881,EUR,35526,499999,515620,0.0710521421042842,14.513877160389574,1.031242062484125,20-35,F,jimenezglenn,csmith@yahoo.com,Monica Chandler,F,41
878,GRZ,2017-09-24,2018-07-22,301,Sunday,10259,USD,46409,500002,2374,0.09281762872948508,0.05115387101639768,0.004747981008075968,40-50,M,rmckenzie,rachelwilson@hotmail.com,Mr. Stephen Rowland,M,42
879,GRZ,2018-05-01,2019-02-15,290,Tuesday,97660,EUR,43456,500000,34485,0.086912,0.7935613033873343,0.06897,40-50,F,rmckenzie,rachelwilson@hotmail.com,Mr. Stephen Rowland,M,42
880,KTR,2018-05-05,2019-11-09,553,Saturday,226158,GBP,35286,499999,30989,0.07057214114428229,0.8782236581080315,0.06197812395624791,40-55,F,rmckenzie,rachelwilson@hotmail.com,Mr. Stephen Rowland,M,42
881,GRZ,2017-06-19,2018-10-21,489,Monday,314291,USD,56351,500001,242765,0.11270177459645081,4.308086813011304,0.4855290289419421,25-45,B,rmckenzie,rachelwilson@hotmail.com,Mr. Stephen Rowland,M,42
882,BYU,2017-04-17,2018-01-14,272,Monday,151977,GBP,16479,500001,107169,0.032957934084131835,6.50336792281085,0.21433757132485734,40-50,F,rmckenzie,rachelwilson@hotmail.com,Mr. Stephen Rowland,M,42
883,BYU,2017-11-25,2018-10-15,324,Saturday,968707,USD,41767,499999,560859,0.08353416706833414,13.428280700074222,1.121720243440487,30-50,M,rmckenzie,rachelwilson@hotmail.com,Mr. Stephen Rowland,M,42
884,BYU,2017-06-03,2017-06-28,25,Saturday,512124,GBP,35300,500002,127900,0.0705997176011296,3.623229461756374,0.2557989768040928,20-25,M,robert15,montgomerydenise@hotmail.com,Thomas Black,M,47
885,BYU,2017-01-13,2017-12-19,340,Friday,634436,GBP,19965,500002,118108,0.039929840280638874,5.915752566992237,0.23621505513977945,35-45,F,robert15,montgomerydenise@hotmail.com,Thomas Black,M,47
886,KTR,2017-11-11,2017-11-19,8,Saturday,829939,GBP,23887,500000,321309,0.047774,13.45120776991669,0.642618,25-45,B,robert15,montgomerydenise@hotmail.com,Thomas Black,M,47
887,GRZ,2017-12-26,2018-10-20,298,Tuesday,135265,USD,19864,499999,48755,0.039728079456158916,2.454440193314539,0.09751019502039004,30-35,M,robert15,montgomerydenise@hotmail.com,Thomas Black,M,47
888,KTR,2018-02-05,2019-07-17,527,Monday,462075,GBP,23431,500000,208837,0.046862,8.912850497204557,0.417674,25-30,F,amandachristian,sara41@cunningham.com,Katherine Everett,F,57
889,GRZ,2017-07-27,2018-10-26,456,Thursday,330307,USD,31280,499999,312076,0.06256012512025023,9.97685421994885,0.6241532483064967,35-40,F,amandachristian,sara41@cunningham.com,Katherine Everett,F,57
890,GRZ,2017-07-24,2018-07-15,356,Monday,519975,GBP,27042,500001,502271,0.05408389183221633,18.57373714961911,1.004539990920018,35-40,B,amandachristian,sara41@cunningham.com,Katherine Everett,F,57
891,GRZ,2017-01-08,2018-06-23,531,Sunday,484626,USD,37735,499999,427012,0.07547015094030188,11.316072611633762,0.8540257080514161,25-50,F,amandachristian,sara41@cunningham.com,Katherine Everett,F,57
892,KTR,2017-01-28,2018-09-21,601,Saturday,910389,GBP,28472,500000,795977,0.056944,27.95648356279854,1.591954,35-50,F,amandachristian,sara41@cunningham.com,Katherine Everett,F,57
893,BYU,2017-02-13,2018-09-23,587,Monday,723604,GBP,16995,500001,161366,0.03398993202013596,9.494910267725801,0.3227313545372909,40-60,M,amandachristian,sara41@cunningham.com,Katherine Everett,F,57
894,GRZ,2017-12-30,2018-07-18,200,Saturday,883345,USD,29177,499997,859293,0.058354350126100754,29.451040202899545,1.7185963115778695,35-40,B,amandachristian,sara41@cunningham.com,Katherine Everett,F,57
895,GRZ,2017-09-17,2018-12-22,461,Sunday,473940,GBP,31811,499996,356622,0.06362250898007184,11.21065040394832,0.713249705997648,35-55,M,amandachristian,sara41@cunningham.com,Katherine Everett,F,57
896,GRZ,2016-11-29,2018-07-23,601,Tuesday,948255,GBP,11242,499995,605360,0.02248422484224842,53.848069738480696,1.2107321073210733,20-30,F,morganjohn,marvin52@smith.info,Scott Johnson,M,22
897,KTR,2018-08-07,2018-12-07,122,Tuesday,874564,GBP,26961,499996,492507,0.05392243137945103,18.267386224546566,0.9850218801750414,25-45,M,morganjohn,marvin52@smith.info,Scott Johnson,M,22
898,AKX,2018-05-06,2019-07-09,429,Sunday,635528,EUR,58363,500000,399302,0.116726,6.841697650908967,0.798604,25-45,F,morganjohn,marvin52@smith.info,Scott Johnson,M,22
899,GRZ,2017-04-24,2018-04-24,365,Monday,4802,GBP,38279,500001,4017,0.07655784688430624,0.1049400454557329,0.008033983932032135,35-45,M,morganjohn,marvin52@smith.info,Scott Johnson,M,22
900,BYU,2016-08-23,2017-09-09,382,Tuesday,468014,USD,35980,499999,334543,0.07196014392028784,9.298026681489716,0.6690873381746764,30-55,B,jasonchapman,zjefferson@taylor-stevens.com,Jennifer Mathis,F,35
901,KTR,2018-01-29,2019-09-21,600,Monday,200473,GBP,62336,500000,69842,0.124672,1.1204119609856262,0.139684,20-45,M,jasonchapman,zjefferson@taylor-stevens.com,Jennifer Mathis,F,35
